onetsoc_code	title	title_nb	description	description_nb	changed
"53-3031.00"	"Driver/Sales Workers"	"Salgsjåfør"	"Drive truck or other vehicle over established routes or within an established territory and sell or deliver goods, such as food products, including restaurant take-out items, or pick up or deliver items such as commercial laundry. May also take orders, collect payment, or stock merchandise at point of delivery. Includes newspaper delivery drivers."	"Kjører lastebil eller andre kjøretøy på bestemte ruter eller innen et bestemt område og selger eller leverer varer, som matvarer, inkludert restaurantbestillinger, eller plukker opp og leverer varer som skittentøy for bedrifter. Kan også ta bestillinger, ta betalinger eller lagerføre varer på leveringspunktet. Inkluderer sjåfører for avisdistribusjon."	"2017-05-26"
"53-3032.00"	"Heavy and Tractor-Trailer Truck Drivers"	"Sjåfør, lastebil og vogntog"	"Drive a tractor-trailer combination or a truck with a capacity of at least 26,000 pounds Gross Vehicle Weight (GVW). May be required to unload truck. Requires commercial drivers' license."	"Kjører et vogntog eller en lastebil med kapasitet for totalvekt på minst 11 793 kg (GVW). Kan bli pålagt å laste av bilen. Krever sertifikat for lastebil."	"2017-05-26"
"53-3033.00"	"Light Truck Drivers"	"Sjåfør, lett lastebil og budbil"	"Drive a light vehicle, such as a truck or van, with a capacity of less than 26,000 pounds Gross Vehicle Weight (GVW), primarily to deliver or pick up merchandise or to deliver packages. May load and unload vehicle."	"Kjører et lettere kjøretøy, som en varebil eller kassebil, med kapasitet på mindre enn 11 793 kg (GVW), primært for å levere eller hente varer eller for å levere pakker. Kan laste og lesse bilen."	"2017-05-26"
"53-3051.00"	"Bus Drivers, School"	"Skolebuss-sjåfør"	"Drive a school bus to transport students. Ensure adherence to safety rules. May assist students in boarding or exiting."		"2022-04-25"
"53-3052.00"	"Bus Drivers, Transit and Intercity"	"Bussjåfør"	"Drive bus or motor coach, including regular route operations, charters, and private carriage. May assist passengers with baggage. May collect fares or tickets."		"2022-04-25"
"53-3053.00"	"Shuttle Drivers and Chauffeurs"	"Rutebilsjåfør"	"Drive a motor vehicle to transport passengers on a planned or scheduled basis. May collect a fare. Includes nonemergency medical transporters and hearse drivers."		"2022-04-25"
"53-3054.00"	"Taxi Drivers"	"Taxisjåfør"	"Drive a motor vehicle to transport passengers on an unplanned basis and charge a fare, usually based on a meter."		"2022-04-25"
"53-3099.00"	"Motor Vehicle Operators, All Other"	"Motorvognoperatører, alle andre"	"All motor vehicle operators not listed separately."	"Alle motorvognoperatører som ikke er ført opp separat."	"2017-05-26"
"53-4011.00"	"Locomotive Engineers"	"Lokomotivfører"	"Drive electric, diesel-electric, steam, or gas-turbine-electric locomotives to transport passengers or freight. Interpret train orders, electronic or manual signals, and railroad rules and regulations."	"Kjører elektriske, dieselelektriske, damp- eller gassturbinelektriske lokomotiver for å frakte passasjerer eller gods. Fortolker togmeldinger, elektroniske eller manuelle signaler og relevante lover og regler."	"2017-05-26"
"53-4013.00"	"Rail Yard Engineers, Dinkey Operators, and Hostlers"	"Jernbaneverftsjef, skiftetraktorsjåfør og stallkar"	"Drive switching or other locomotive or dinkey engines within railroad yard, industrial plant, quarry, construction project, or similar location."	"Kjører skiftetraktor eller andre skiftelokomotiver ved et jernbaneverft, industriområde, steinbrudd, anleggsprosjekt eller liknende område."	"2017-05-26"
"53-4022.00"	"Railroad Brake, Signal, and Switch Operators and Locomotive Firers"	"Signaloperatør"	"Operate or monitor railroad track switches or locomotive instruments. May couple or uncouple rolling stock to make up or break up trains. Watch for and relay traffic signals. May inspect couplings, air hoses, journal boxes, and hand brakes. May watch for dragging equipment or obstacles on rights-of-way."		"2022-04-25"
"53-4031.00"	"Railroad Conductors and Yardmasters"	"Konduktør og stasjonsformann"	"Coordinate activities of switch-engine crew within railroad yard, industrial plant, or similar location. Conductors coordinate activities of train crew on passenger or freight trains. Yardmasters review train schedules and switching orders and coordinate activities of workers engaged in railroad traffic operations, such as the makeup or breakup of trains and yard switching."	"Samordner arbeidet for mannskap ved skiftetraktorer på jernbaneverft, industriområder eller liknende områder. Konduktørene samordner arbeidet til togpersonalet på passasjer- eller godstog. Stasjonsformannen går gjennom togplaner og skifteordrer og samordner arbeidet for ansatte som jobber med togtrafikken, som å koble sammen eller fra hverandre togsett og sporveksling."	"2017-05-26"
"53-4041.00"	"Subway and Streetcar Operators"	"T-banefører og trikkefører"	"Operate subway or elevated suburban trains with no separate locomotive, or electric-powered streetcar, to transport passengers. May handle fares."	"Kjører T-baner eller sporvogner uten separat lokomotiv, eller elektriske sporvogner, for å skysse passasjerer. Kan selge billetter."	"2017-05-26"
"53-4099.00"	"Rail Transportation Workers, All Other"	"Arbeidere innen jernbanetransport, alle andre"	"All rail transportation workers not listed separately."	"Alle arbeidere innen jernbanetransport som ikke er ført opp separat."	"2017-05-26"
"53-5011.00"	"Sailors and Marine Oilers"	"Tankermann og smører"	"Stand watch to look for obstructions in path of vessel, measure water depth, turn wheel on bridge, or use emergency equipment as directed by captain, mate, or pilot. Break out, rig, overhaul, and store cargo-handling gear, stationary rigging, and running gear. Perform a variety of maintenance tasks to preserve the painted surface of the ship and to maintain line and ship equipment. Must hold government-issued certification and tankerman certification when working aboard liquid-carrying vessels. Includes able seamen and ordinary seamen."	"Holder vakt på utkikk etter hindringer i skinnegangen, måler vanndybde, snur på roret eller bruker nødutstyr etter instruks fra kaptein, styrmann eller los. Bryter ut, rigger, overhaler og lagrer utstyr til bagasjehåndtering, fast tauverk og fremdriftssystem. Utfører en rekke vedlikeholdsoppgaver for å bevare lakkert overflate på skipet og for å vedlikeholde linje- og skipsutstyr. Må ha offentlig utstedt sertifikat og tankermannsertifikat ved arbeid om bord på tankskip. Inkluderer fullbefarne sjømenn og vanlige sjømenn."	"2017-05-26"
"53-5021.00"	"Captains, Mates, and Pilots of Water Vessels"	"Kaptein, styrmann og los, vannfartøy"	"Command or supervise operations of ships and water vessels, such as tugboats and ferryboats. Required to hold license issued by U.S. Coast Guard."	"Befaler eller veileder arbeid på skip og vannfartøy, slepebåter og ferger. Er påkrevd å ha offentlig utstedt autorisasjon. Kystvakt"	"2017-05-26"
"53-5022.00"	"Motorboat Operators"	"Motorbåtkjører"	"Operate small motor-driven boats. May assist in navigational activities."	"Kjører små motordrevne båter. Kan bistå i navigasjon."	"2017-05-26"
"53-5031.00"	"Ship Engineers"	"Maskinist (skip)"	"Supervise and coordinate activities of crew engaged in operating and maintaining engines, boilers, deck machinery, and electrical, sanitary, and refrigeration equipment aboard ship."	"Leder eller samordner arbeidet til mannskap som betjener eller vedlikeholder motorer, kjeler, dekksmaskiner og elektrisk, sanitær- og kjøleutstyr om bord skip."	"2017-05-26"
"53-6011.00"	"Bridge and Lock Tenders"	"Brovakt og slusevakt"	"Operate and tend bridges, canal locks, and lighthouses to permit marine passage on inland waterways, near shores, and at danger points in waterway passages. May supervise such operations. Includes drawbridge operators, lock operators, and slip bridge operators."	"Betjener og vokter broer, kanalsluser og fyr for å tillate skipsfart til innenlandske vannveier, nær kyster og ved farepunkter ved vannveier. Kan lede slik aktivitet. Inkluderer driftsansvarlig ved vindebro, sluser og klaffebro"	"2017-05-26"
"53-6021.00"	"Parking Attendants"	"Trafikkbetjent (parkering)"	"Park vehicles or issue tickets for customers in a parking lot or garage. May collect fee."	"Parkerer biler eller utsteder parkeringsbevis til kunder på en parkeringsplass eller ved et garasjeanlegg. Kan ta inn avgift."	"2017-05-26"
"53-6031.00"	"Automotive and Watercraft Service Attendants"	"Servicetekniker, kjøretøy og vannfartøy"	"Service automobiles, buses, trucks, boats, and other automotive or marine vehicles with fuel, lubricants, and accessories. Collect payment for services and supplies. May lubricate vehicle, change motor oil, install antifreeze, or replace lights or other accessories, such as windshield wiper blades or fan belts. May repair or replace tires."	"Yter service til biler, busser, trucker, båter og andre motordrevne kjøretøy eller vannfartøy med drivstoff, smurning og tilbehør. Tar betaling for service og forsyninger. Kan smøre kjøretøy, bytte motorolje, fylle på kjølevæske eller bytte ut lykter eller annet tilbehør, som vindusviskeblader og vifteremmer. Kan reparere eller skifte dekk."	"2017-05-26"
"53-6032.00"	"Aircraft Service Attendants"	"Lufthavnbetjent"	"Service aircraft with fuel. May de-ice aircraft, refill water and cooling agents, empty sewage tanks, service air and oxygen systems, or clean and polish exterior."		"2022-04-25"
"53-6041.00"	"Traffic Technicians"	"Trafikktekniker"	"Conduct field studies to determine traffic volume, speed, effectiveness of signals, adequacy of lighting, and other factors influencing traffic conditions, under direction of traffic engineer."	"Gjennomfører feltstudier for å fastsette trafikkmengde, fart, signaleffektivitet, om belysningen er tilstrekkelig, og andre faktorer som påvirker trafikkforhold, under ledelse av en trafikkingeniør."	"2017-05-26"
"53-6051.00"	"Transportation Inspectors"	"Transportinspektør"	"Inspect equipment or goods in connection with the safe transport of cargo or people. Includes rail transportation inspectors, such as freight inspectors; rail inspectors; and other inspectors of transportation vehicles, not elsewhere classified."	"Inspiserer utstyr eller gods i forbindelse med trygg transport av last eller folk. Inkluderer jernbaneinspektører, som lasteinspektør, skinneinspektør og andre inspektører som inspiserer transportkjøretøy, som ikke er spesifisert ellers."	"2017-05-26"
"53-6051.01"	"Aviation Inspectors"	"Flyteknisk inspektør"	"Inspect aircraft, maintenance procedures, air navigational aids, air traffic controls, and communications equipment to ensure conformance with Federal safety regulations."	"Inspiserer fly, vedlikeholdsrutiner, navigasjonshjelpemidler, trafikkontroller og kommunikasjonsutstyr for å sikre at de er i overensstemmelse med nasjonale sikkerhetsregler."	"2017-05-26"
"53-6051.07"	"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation"	"Utstyrs- og systeminspektør, transportkjøretøy utenom luftfart"	"Inspect and monitor transportation equipment, vehicles, or systems to ensure compliance with regulations and safety standards."	"Inspiserer og fører tilsyn med transportutstyr, -kjøretøy eller -systemer for å se til at forskrifter og sikkerhetsstandarder er fulgt."	"2017-05-26"
"53-6061.00"	"Passenger Attendants"	"Skyssverter utenom kabipersonell, f.eks. togvert, båtvert"	"Provide services to ensure the safety and comfort of passengers aboard ships, buses, trains, or within the station or terminal. Perform duties such as greeting passengers, explaining the use of safety equipment, serving meals or beverages, or answering questions related to travel."	"Yter service for å sørge at passasjerer har det trygt og komfortabelt om bord skip, busser, tog eller på stasjonen eller terminalen. Utfører oppgaver som å ønske passasjerer velkommen, forklare bruk av sikkerhetsutstyr, servere måltider eller drikke eller svare på spørsmål om reisen."	"2017-05-26"
